opinions,id,text,model_pred
"[{'sentiment': 'Positive', 'aspect': 'general'}]",795,"Price wise , it is quite expensive though LOCATION1 is very nice , there are some very nice period houses , most quite large LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",795,"Price wise , it is quite expensive though LOCATION1 is very nice , there are some very nice period houses , most quite large LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",519,Rare to be BOTH It will take more than 30 minutes to get from LOCATION1 to LOCATION1 LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2733,Rich people live in LOCATION1 or LOCATION2 LOCATION2,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2733,Rich people live in LOCATION1 or LOCATION2 LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2815,"Right now I am pretty satisfied with the Beaufort Park at LOCATION2, but some ppl says LOCATION1 is a horribly unsafe neighbourhood LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2815,"Right now I am pretty satisfied with the Beaufort Park at LOCATION2, but some ppl says LOCATION1 is a horribly unsafe neighbourhood LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2306,Sadly I no longer live in London but I'd probably look at LOCATION1 if I was going back  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2472,"Safe, clean, modern  LOCATION1 :) LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2472,"Safe, clean, modern  LOCATION1 :) LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2126,"Seriously  Personally, i don't like LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",226,"Seven Dials in LOCATION1 is a maze of little streets, vintage shops, hip cafes and theatres LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",2360,"She is n't used to big cities and she is 61 years old First , LOCATION1 is fun to wander around if she likes shopping LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2257,"So, please don't think we are being ignorant,   Try LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",1177,Some also have big high streets and lots of shops to rival Oxford / Regents Street like LOCATION1 LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2298,Some areas are very nice and just as expensive if not more expensive than LOCATION1  LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2511,"Some areas, such as LOCATION1, are dearer than others London is such a big place and has so much to see LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2385,Some parts around LOCATION1 are probably a bit rougher but it is on the central line making it a very very easy commute to Bank LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2385,Some parts around LOCATION1 are probably a bit rougher but it is on the central line making it a very very easy commute to Bank LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2068,Some parts of LOCATION1 are very nice and fashionable but therefore pricey LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2068,Some parts of LOCATION1 are very nice and fashionable but therefore pricey LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",686,Some parts of LOCATION1 can be a little rough  LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'green-nature'}]",868,Some parts of outer LOCATION1 are surprisingly green with cows in the fields LOCATION1,[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1491,Some where like LOCATION1 is a desirable place to live LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",358,Somewhere like LOCATION1 might be good LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2662,Somewhere like LOCATION1 or LOCATION2 would be a nice comprimise LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2662,Somewhere like LOCATION1 or LOCATION2 would be a nice comprimise LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",150,"Somewhere young and funky, like LOCATION1, near angel Station tube LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",150,"Somewhere young and funky, like LOCATION1, near angel Station tube LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2834,South London communities like LOCATION2 and LOCATION1 have high proportion of Afro-Caribbeans LOCATION2,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2834,South London communities like LOCATION2 and LOCATION1 have high proportion of Afro-Caribbeans LOCATION1,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2658,South east  I'd say LOCATION1 and LOCATION2 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2658,South east  I'd say LOCATION1 and LOCATION2 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2659,Stay away form LOCATION2 and LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2659,Stay away form LOCATION2 and LOCATION1 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",454,"Stay out of nasty areas, like LOCATION1, and things will be fine LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2002,Staying near LOCATION1 is a good idea because of all the great transportation connections and it's a safe area LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2002,Staying near LOCATION1 is a good idea because of all the great transportation connections and it's a safe area LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",302,Take a look at LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2020,Take a look at LOCATION1 too LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",1108,"Talking of trains, to get to the Museum in LOCATION1 you need to take the DLR (docklands Light Railway) LOCATION1",[{'aspect': 'touristy'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",2906,Thank you Neither LOCATION2 nor LOCATION1 has great public transport links as they are both at the end of a District Line connection  LOCATION2,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",2906,Thank you Neither LOCATION2 nor LOCATION1 has great public transport links as they are both at the end of a District Line connection  LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1882,Thank you in advance for your help LOCATION1 is more expensive than LOCATION1 LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2668,"Thanks LOCATION1 has highest average living costs but is safest and poshest , LOCATION2 is the roughest area but cheapest all round ,  LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2668,"Thanks LOCATION1 has highest average living costs but is safest and poshest , LOCATION2 is the roughest area but cheapest all round ,  LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2668,"Thanks LOCATION1 has highest average living costs but is safest and poshest , LOCATION2 is the roughest area but cheapest all round ,  LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2668,"Thanks LOCATION1 has highest average living costs but is safest and poshest , LOCATION2 is the roughest area but cheapest all round ,  LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1464,"That said, you should avoid some of the poorer neighborhoods like LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1298,That should be fairly simple for you to get to on the DLR from LOCATION1 LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1357,That was very funny The downsides are very minor LOCATION1 is lovely to live LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1357,That was very funny The downsides are very minor LOCATION1 is lovely to live LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",1320,"Thats very simple  you should try Tamarai in LOCATION1   ""Awarded Best Late Night Bar in UK LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2977,"The Chinese lived mostly in LOCATION1 in those days they,congregate in LOCATION2,which used to be the stronghold of the Italians LOCATION1",[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2977,"The Chinese lived mostly in LOCATION1 in those days they,congregate in LOCATION2,which used to be the stronghold of the Italians LOCATION2",[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",1001,"The Hard Rock Cafe is close by, just by LOCATION1 LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",263,The Harry Potter tour is not in London itself but is out past LOCATION1 LOCATION1,[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",1801,"The Horniman museum in LOCATION1 (if you can drive there) is great for kids and has a really child friendly cafe, lots of musical instruments  LOCATION1",[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",626,"The LOCATION1 (central London) is always kept spotless, and street cleaners seems to be out 24/7 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",1550,"The LOCATION1 High street area is very lively, and great for going out and going to the Common LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",308,The LOCATION1 area is OK but expensive LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",308,The LOCATION1 area is OK but expensive LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1640,"The LOCATION1 area is certainly a great, cultural place to live LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1369,The LOCATION1 area is lovely   LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'green-nature'}]",506,"The LOCATION1 area, as the name suggests is filled with beautiful water ways and one gets a more ""open"" and spacious feel LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",746,"The LOCATION1 has a lot of shops , theatres and museums , that 's why it 's a main tourist attraction and not only for people outside of the UK Ive never lived in London , but I go to England almost every year visit family LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",746,"The LOCATION1 has a lot of shops , theatres and museums , that 's why it 's a main tourist attraction and not only for people outside of the UK Ive never lived in London , but I go to England almost every year visit family LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",746,"The LOCATION1 has a lot of shops , theatres and museums , that 's why it 's a main tourist attraction and not only for people outside of the UK Ive never lived in London , but I go to England almost every year visit family LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2931,"The LOCATION1 is massively varied and goes between areas you would not enter at night to other areas where houses coost a Million I advise you to get a rental agent It is not a good area,LOCATION2 in general can be quite rough LOCATION2",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2931,"The LOCATION1 is massively varied and goes between areas you would not enter at night to other areas where houses coost a Million I advise you to get a rental agent It is not a good area,LOCATION2 in general can be quite rough LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2931,"The LOCATION1 is massively varied and goes between areas you would not enter at night to other areas where houses coost a Million I advise you to get a rental agent It is not a good area,LOCATION2 in general can be quite rough LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1809,The LOCATION1 is very nice these days a probably the most desirable place in London LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",289,The LOCATION1 is well served by the buses - and it's great to travel into central London on the Thames Clipper boat service from time to time LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1725,The LOCATION1 probably are n't the best place to go if you 're looking for low crime LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1946,The LOCATION1/LOCATION2/LOCATION1 area is also lovely (I lived there for eight months and loved it) and again fairly reasonable and with good transport  LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2642,The LOCATION2 / LOCATION1 corridor is quite nice LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2642,The LOCATION2 / LOCATION1 corridor is quite nice LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",990,"The LOCATION2 is East London, although confusingly, LOCATION1 is the West side of Central London,  LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",2814,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants  LOCATION2",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",2814,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants  LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",2814,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants  LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",2814,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants  LOCATION2",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",2885,"The Natural History Museum and other main museums are in LOCATION2, and Harrods is nearby along LOCATION1 LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",2885,"The Natural History Museum and other main museums are in LOCATION2, and Harrods is nearby along LOCATION1 LOCATION2",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",1539,"The Palm Tree, in LOCATION1, is another great East End pub that has accomplished local jazz players on weekends LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'green-nature'}]",657,The Phoenix Garden is a small quirky community garden tucked behind LOCATION1 Road  LOCATION1,[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",1565,The Portugese area is LOCATION1 LOCATION1,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",118,The Winter Wonderland at LOCATION1 is particular popular with both residents of London and visitors to the London LOCATION1,[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",1068,The absolute cheapest part of London to live in is the LOCATION1 area LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",298,The area around LOCATION1 Station is best as it has interesting restaurants and shops and an independent cinema LOCATION1,[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",298,The area around LOCATION1 Station is best as it has interesting restaurants and shops and an independent cinema LOCATION1,[{'aspect': 'dining'}]
"[{'sentiment': 'Negative', 'aspect': 'quiet'}]",1658,The area around LOCATION1 in very multi-cultural and it is a very busy area LOCATION1,[{'aspect': 'quiet'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",1658,The area around LOCATION1 in very multi-cultural and it is a very busy area LOCATION1,[{'aspect': 'quiet'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",582,The area around LOCATION1 is quite pleasant LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2827,"The areas you want to look at are, LOCATION1 and LOCATION2 LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2827,"The areas you want to look at are, LOCATION1 and LOCATION2 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",553,The average house price in LOCATION1 is going to be MUCH higher than the average price in LOCATION1 LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2875,The best and safest place is LOCATION2 or LOCATION1 LOCATION2,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2875,The best and safest place is LOCATION2 or LOCATION1 LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2875,The best and safest place is LOCATION2 or LOCATION1 LOCATION2,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2875,The best and safest place is LOCATION2 or LOCATION1 LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2666,The best areas but not the cheapest are LOCATION2 and LOCATION1 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2666,The best areas but not the cheapest are LOCATION2 and LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2666,The best areas but not the cheapest are LOCATION2 and LOCATION1 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2666,The best areas but not the cheapest are LOCATION2 and LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2615,The best areas by far are the aforementioned LOCATION2 and also LOCATION1 (which straddles the boundary of the two boroughs) LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2615,The best areas by far are the aforementioned LOCATION2 and also LOCATION1 (which straddles the boundary of the two boroughs) LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'green-nature'}]",1284,"The best is probably Golders Hill Park, in LOCATION1 - there is a whole set of bird and animal enclosures right there in the park, so it's completely free LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",1866,The best rock/metal late bar is the Intrepid Fox near LOCATION1 tube station LOCATION1,[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1355,The best thing about LOCATION1 is that it has a tube station which makes it much more desirable LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1355,The best thing about LOCATION1 is that it has a tube station which makes it much more desirable LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1431,"The best thing about LOCATION1 is that it's hip (ish) and there's lots to do but still very, very easy to get to and out of LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1431,"The best thing about LOCATION1 is that it's hip (ish) and there's lots to do but still very, very easy to get to and out of LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",2717,The big shopping centres are also worth a look - Westfield at either LOCATION1 or LOCATION2 LOCATION2,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",2717,The big shopping centres are also worth a look - Westfield at either LOCATION1 or LOCATION2 LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1366,The biggest perk about living in LOCATION1 is that it is very well connected to the rest of London and you don't have to travel far to find most things LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2870,The boroughs of LOCATION1 and LOCATION2 offer the best combination of cheap and safe LOCATION2,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2870,The boroughs of LOCATION1 and LOCATION2 offer the best combination of cheap and safe LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2870,The boroughs of LOCATION1 and LOCATION2 offer the best combination of cheap and safe LOCATION2,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2870,The boroughs of LOCATION1 and LOCATION2 offer the best combination of cheap and safe LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",516,The central line goes to LOCATION1 where the Olympic site has been developed with excellent shopping  LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",516,The central line goes to LOCATION1 where the Olympic site has been developed with excellent shopping  LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",247,The centre of violent crime has traditionally been the LOCATION1 roundabout LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2085,The cheapest area is probably the area around LOCATION1 LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2035,"The cheapest of these areas are generally in the East LOCATION1 is ok , rentals start from about 650 per month for a two bedroom flat there LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'green-nature'}]",2862,"The cheapest place to live in London will be in mid London (such as LOCATION1, LOCATION2) but these places will not necessarily have the best crime rates, houses, or open spaces LOCATION2",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2862,"The cheapest place to live in London will be in mid London (such as LOCATION1, LOCATION2) but these places will not necessarily have the best crime rates, houses, or open spaces LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2862,"The cheapest place to live in London will be in mid London (such as LOCATION1, LOCATION2) but these places will not necessarily have the best crime rates, houses, or open spaces LOCATION2",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2862,"The cheapest place to live in London will be in mid London (such as LOCATION1, LOCATION2) but these places will not necessarily have the best crime rates, houses, or open spaces LOCATION2",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2862,"The cheapest place to live in London will be in mid London (such as LOCATION1, LOCATION2) but these places will not necessarily have the best crime rates, houses, or open spaces LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'green-nature'}]",2862,"The cheapest place to live in London will be in mid London (such as LOCATION1, LOCATION2) but these places will not necessarily have the best crime rates, houses, or open spaces LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2096,The connections to central London  are also very good if you live next to the LOCATION1 station LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1873,"The convenience part is likely also true for the LOCATION1 location, but if you are living alone I would not feel as comfortable LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1873,"The convenience part is likely also true for the LOCATION1 location, but if you are living alone I would not feel as comfortable LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2090,"The crime rate is high and someone just got killed in LOCATION1 recently, so i wouldn't if i was you LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2410,The down side is that the northern line is n't the most reliable of transport links and LOCATION1 can be very expsensive LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",541,"The good bits  near the LOCATION1 (N1) are very nice, very central and also safe LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",541,"The good bits  near the LOCATION1 (N1) are very nice, very central and also safe LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",541,"The good bits  near the LOCATION1 (N1) are very nice, very central and also safe LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",793,"The houses in the LOCATION1 were considered to be slums, and frowned upon  LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",297,The journey time to London from LOCATION1 won't be any quicker because of Crossrail either LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2482,The main Oriental hub of London is Chinatown in LOCATION1 - central London LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2482,The main Oriental hub of London is Chinatown in LOCATION1 - central London LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2673,The more affluent areas such as LOCATION1 and LOCATION2 would mean you spending around a million on a house or large flat LOCATION2,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2673,The more affluent areas such as LOCATION1 and LOCATION2 would mean you spending around a million on a house or large flat LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",3010,"The most dangerous areas of London - places like LOCATION2, LOCATION1  have a very low Muslim population  LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'multicultural'}]",3010,"The most dangerous areas of London - places like LOCATION2, LOCATION1  have a very low Muslim population  LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'multicultural'}]",3010,"The most dangerous areas of London - places like LOCATION2, LOCATION1  have a very low Muslim population  LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",3010,"The most dangerous areas of London - places like LOCATION2, LOCATION1  have a very low Muslim population  LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",581,The most significant cultural group to settle in LOCATION1 are Indian Punjabis LOCATION1,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2903,The most upmarket part is LOCATION1 or  LOCATION2 which is the location of the famous public school LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2903,The most upmarket part is LOCATION1 or  LOCATION2 which is the location of the famous public school LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2765,"The neighborhood is good going towards LOCATION1 / LOCATION2 and is mostly middle aged / other students , who will have moved out during August anyway LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2765,"The neighborhood is good going towards LOCATION1 / LOCATION2 and is mostly middle aged / other students , who will have moved out during August anyway LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1936,The north side of LOCATION1 has characteristically `` inner London '' deprivation  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2305,The one in LOCATION1 will be 'safer' LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",22,The only downside is that the railway connections from LOCATION1 to London follow slow and often indirect lines LOCATION1,[{'aspect': 'transit-location'}]
